varenummer,navn,variant,leverandor,kategori,nåpris,førpris,rabatt_prosent,ean,lev_varenummer,url,kampanje,antall_varianter
117106,Rossi Lux 3-seter sofa 1 setepute,Rossi Lux 3-seter sofa 1 setepute,,Alle produkter/Alle sofaer/Sofa/,19999.0,36999.0,46.0,7050733557992,1776959,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-sofa-1-setepute/?VariationId=V_5637550576,True,7
117160,Rossi 3-seter med sjeselong,Rossi 3-seter med sjeselong,,Alle produkter/Alle sofaer/Sofa/,27999.0,51499.0,46.0,7050733556872,1776847,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-med-sjeselong/?VariationId=V_5637551958,True,22
117100,Rossi 3-seter sofa 1 setepute,Rossi 3-seter sofa 1 setepute,,Alle produkter/Alle sofaer/Sofa/,19999.0,36999.0,46.0,7050733556599,1776819,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-sofa-1-setepute/?VariationId=V_5637550528,True,7
117102,Rossi 3-seter sofa 1 setepute,Rossi 3-seter sofa 1 setepute,,Alle produkter/Alle sofaer/Sofa/,19999.0,37299.0,46.0,7050733557220,1776882,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-sofa-1-setepute-117102/?VariationId=V_5637550544,True,7
117108,Rossi Lux 3-seter sofa 1 setepute,Rossi Lux 3-seter sofa 1 setepute,,Alle produkter/Alle sofaer/Sofa/,19999.0,37299.0,46.0,7050733558609,1777020,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-sofa-1-setepute-117108/?VariationId=V_5637550592,True,7
117158,Rossi 4-seter sofa,Rossi 4-seter sofa,,Alle produkter/Alle sofaer/Sofa/,17999.0,33599.0,46.0,7050733556667,1776826,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-4-seter-sofa/?VariationId=V_5637551932,True,11
117164,Rossi 3-seter med sjeselong,Rossi 3-seter med sjeselong,,Alle produkter/Alle sofaer/Sofa/,27999.0,52299.0,46.0,7050733557503,1776910,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-med-sjeselong-117164/?VariationId=V_5637552011,True,22
117167,Rossi Lux 3-seter med sjeselong,Rossi Lux 3-seter med sjeselong,,Alle produkter/Alle sofaer/Sofa/,27999.0,51499.0,46.0,7050733558258,1776985,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-med-sjeselong/?VariationId=V_5637552049,True,22
117171,Rossi Lux 3-seter med sjeselong,Rossi Lux 3-seter med sjeselong,,Alle produkter/Alle sofaer/Sofa/,27999.0,52299.0,46.0,7050733558883,1777048,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-3-seter-med-sjeselong-117171/?VariationId=V_5637552102,True,22
121113,Rossilini 4-seter sofa (1-setepute),Rossilini 4-seter sofa (1-setepute),,Alle produkter/Alle sofaer/Sofa/,12499.0,22599.0,45.0,7050733737066,1778732,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossilini-4-seter-sofa-1-setepute/?VariationId=V_5637599282,False,16
120026,Sagrado 3-seter med sjeselong venstre,Sagrado 3-seter med sjeselong venstre,,Alle produkter/Alle sofaer/Sofa/,34999.0,63699.0,45.0,7050733718706,1778530,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/sagrado-3-seter-med-sjeselong-venstre/?VariationId=V_5637586446,False,20
119453,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,44999.0,81099.0,45.0,7050733633641,1774958,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119453/?VariationId=V_5637571405,True,6
119450,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,73299.0,45.0,7050733633467,1774940,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119450/?VariationId=V_5637571384,True,6
119434,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,44999.0,81099.0,45.0,7050733632200,1774814,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119434/?VariationId=V_5637570639,True,6
119454,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,54999.0,100299.0,45.0,7050733633702,1774964,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119454/?VariationId=V_5637571412,True,12
119395,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,73299.0,45.0,7050733632026,1774796,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa-119395/?VariationId=V_5637569949,True,6
119441,Rossi Lux hjørnesofa,Rossi Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,72999.0,45.0,7050733632743,1774868,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-hjornesofa-119441/?VariationId=V_5637570700,True,6
119385,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,39999.0,72999.0,45.0,7050733631302,1774724,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa/?VariationId=V_5637569867,True,6
117101,Rossi 3-seter sofa,Rossi 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,16999.0,30699.0,45.0,7050733557152,1776875,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-3-seter-sofa-117101/?VariationId=V_5637550536,True,11
115163,Cosmo hjørnesofa,Cosmo hjørnesofa,Formfin,Alle produkter/Alle sofaer/Sofa/,31599.0,56969.0,45.0,7040951061982,2401200,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/cosmo-hjornesofa/?VariationId=V_5637471627,True,9
119433,Rossi U-sofa,Rossi U-sofa,,Alle produkter/Alle sofaer/Sofa/,44999.0,80299.0,44.0,7050733632149,1774808,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-u-sofa/?VariationId=V_5637570632,True,6
119388,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,74899.0,44.0,7050733631487,1774742,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa-119388/?VariationId=V_5637579060,True,10
119390,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,74899.0,44.0,7050733631609,1774754,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa-119390/?VariationId=V_5637579068,True,10
119452,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,44999.0,80299.0,44.0,7050733633580,1774952,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119452/?VariationId=V_5637571398,True,6
119445,Rossi Lux hjørnesofa,Rossi Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,74899.0,44.0,7050733632927,1774886,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-hjornesofa/?VariationId=V_5637579697,True,20
119535,Evo U-sofa,Evo U-sofa,Furninova,Alle produkter/Alle sofaer/Sofa/,29999.0,53369.0,44.0,7050733620818,2445454,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/evo-u-sofa/?VariationId=V_5637576199,True,104
119424,Lazio lounge 3-seter,Lazio lounge 3-seter,,Alle produkter/Alle sofaer/Sofa/,10999.0,19499.0,44.0,7050733612615,1393126,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/lazio-lounge-3-seter/?VariationId=V_5637601383,True,3
118131,Ask 1-seter stol,Ask 1-seter stol,,Alle produkter/Alle sofaer/Sofa/,4999.0,8999.0,44.0,7050733594058,1775600,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ask-1-seter-stol/?VariationId=V_5637559473,True,8
118010,"Monaco Lux 1,5-seter stol","Monaco Lux 1,5-seter stol",,Alle produkter/Alle sofaer/Sofa/,5999.0,10799.0,44.0,7050733568899,1776696,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-15-seter-stol/?VariationId=V_5637557200,True,8
117166,Rossi Lux 4-seter sofa,Rossi Lux 4-seter sofa,,Alle produkter/Alle sofaer/Sofa/,17999.0,32199.0,44.0,7050733558067,1776966,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-4-seter-sofa/?VariationId=V_5637572887,True,11
115827,Cosmo hjørnesofa med ryggputer,Cosmo hjørnesofa med ryggputer,Formfin,Alle produkter/Alle sofaer/Sofa/,39599.0,71346.0,44.0,7050733417203,2401212,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/cosmo-hjornesofa-med-ryggputer/?VariationId=V_5637497914,True,3
117221,Cosmo midtmodul med ryggputer,Cosmo midtmodul med ryggputer,Formfin,Alle produkter/Alle sofaer/Sofa/,7787.0,14017.0,44.0,7040951062026,2401206,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/cosmo-midtmodul-med-ryggputer/?VariationId=V_5637552656,True,1
112051,Max sofa,Max sofa,,Alle produkter/Alle sofaer/Sofa/,13999.0,24999.0,44.0,,1370000,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/max-sofa/?VariationId=V_5637395906,True,68
122179,Hanami 3-seter sjeselong,Hanami 3-seter sjeselong,,Alle produkter/Alle sofaer/Sofa/,19999.0,34999.0,43.0,7050733768282,1397300,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/hanami-3-seter-sjeselong/?VariationId=V_5637609331,False,8
119443,Rossi Lux hjørnesofa,Rossi Lux hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,73999.0,43.0,7050733632866,1774880,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-hjornesofa-119443/?VariationId=V_5637579689,True,20
119389,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,73999.0,43.0,7050733631548,1774748,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa-119389/?VariationId=V_5637579064,True,10
119449,Rossi Lux U-sofa,Rossi Lux U-sofa,,Alle produkter/Alle sofaer/Sofa/,54999.0,95699.0,43.0,7050733633344,1774928,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-u-sofa-119449/?VariationId=V_5637571371,True,12
119387,Rossi hjørnesofa,Rossi hjørnesofa,,Alle produkter/Alle sofaer/Sofa/,41999.0,73999.0,43.0,7050733631425,1774736,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-hjornesofa-119387/?VariationId=V_5637579056,True,10
118137,Ask 3-seter sofa,Ask 3-seter sofa,,Alle produkter/Alle sofaer/Sofa/,7999.0,14099.0,43.0,7050733594294,1775624,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ask-3-seter-sofa/?VariationId=V_5637560099,True,8
118136,Ask 3-seter duo puter sofa,Ask 3-seter duo puter sofa,,Alle produkter/Alle sofaer/Sofa/,7999.0,14099.0,43.0,7050733594218,1775616,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ask-3-seter-duo-puter-sofa/?VariationId=V_5637560090,True,12
117800,Monaco Lux 1-seter stol,Monaco Lux 1-seter stol,,Alle produkter/Alle sofaer/Sofa/,5599.0,9899.0,43.0,7050733568813,1777673,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/monaco-lux-1-seter-stol/?VariationId=V_5637555108,True,8
117104,Rossi Lux 2-seter uten arm,Rossi Lux 2-seter uten arm,,Alle produkter/Alle sofaer/Sofa/,8999.0,15699.0,43.0,7050733557855,1776945,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/rossi-lux-2-seter-uten-arm/?VariationId=V_5637550560,True,7
112755,Jessie sofa,Jessie sofa,,Alle produkter/Alle sofaer/Sofa/,7999.0,13999.0,43.0,7050733259513,1020110,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/jessie-sofa/?VariationId=V_5637416137,True,14
106204,Stream sofa,Stream sofa,Brunstad,Alle produkter/Alle sofaer/Sofa/,29999.0,52850.0,43.0,7050733132861,01924,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/stream-sofa/?VariationId=V_5637575848,True,15
118135,Ask 2-seter sofa,Ask 2-seter sofa,,Alle produkter/Alle sofaer/Sofa/,6499.0,11299.0,42.0,7050733594133,1775608,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ask-2-seter-sofa/?VariationId=V_5637560081,True,8
118153,Ask U-sofa,Ask U-sofa,,Alle produkter/Alle sofaer/Sofa/,19999.0,34599.0,42.0,7050733594874,1777724,https://www.skeidar.no/alle-produkter/alle-sofaer/sofa/ask-u-sofa/?VariationId=V_5637559567,True,8
